"","PFAC","ANETD","uslek","uslels","uslep","slp","hl","CN_c","uslec_c","MNGN","bd1","fc","WP","OC","dep","app_rate","app_eff","DWRATE","DSRATE","kd","aer_aq","temp_ref_aer","anae_aq","temp_ref_anae","photo","RFLAT","hydro","SOL","benthic_depth","porosity","bulk_density","FROC2","DOC2","BNMAS","SUSED","CHL","FROC1","DOC1","PLMAS","bf","przm_max_h2","pwc_max_peak","pwc_max_h2","pwc_max_benthic","Conv.Factor","max_sed"
"3549",0.74,18.436,0.224,1.842,0.729,13.199,4320.988,63.102,0.204,0.111,1.534,0.04,0.227,0.049,4.254,0.617,0.936,0.184,0.184,1006.549,180.457,22.944,695.072,21.688,235.542,40,161.325,0.265,0.794,0.757,0.951,0.001,15.986,1.741,0.669,1.322,0.039,3.464,6.838,0,1.5239,0.0010568,0.0009787,5.9168e-05,1020,0.06035136
"3550",0.741,16.503,0.117,0.476,0.445,14.393,4022.131,79.152,0.931,0.04,1.408,0.031,0.24,1.602,4.314,1.054,0.844,0.074,0.074,1782.489,57.351,23.903,140.745,23.5,375.564,40,338.261,0.642,0.842,0.293,1.383,0.011,13.534,3.217,47.175,0.018,0.092,5.558,6.519,0,3.51,0.0028404,0.0021333,2.9544e-05,1780,0.05258832
"3551",0.726,16.612,0.234,0.493,0.763,10.75,3420.372,67.98,0.512,0.198,1.424,0.127,0.195,1.126,2.8,1.967,0.48,0.136,0.136,1481.294,242.823,21.664,85.35,22.481,248.463,40,269.985,0.088,0.528,0.407,1.147,0.011,18.061,1.611,71.466,1.168,0.076,12.514,0.342,0,2.0573,0.004756,0.0035727,3.5303e-05,1480,0.05224844
"3552",0.767,15.916,0.171,0.016,0.931,17.851,4525.176,89.866,0.912,0.246,1.396,0.109,0.198,0.799,3.652,1.159,0.347,0.009,0.009,2253.672,269.441,24.281,493.762,24.177,199.809,40,242.235,0.733,0.759,0.403,1.697,0.013,0.052,2.917,54.874,0.922,0.087,13.052,6.956,0,5.3824,0.0012955,0.00093949,2.4673e-05,2250,0.05551425
"3553",0.738,16.728,0.122,0.321,0.93,43.426,3543.454,84.201,0.045,0.458,1.445,0.153,0.172,0.32,1.845,1.092,0.245,0.004,0.004,4945.716,196.593,24.061,108.629,23.221,243.638,40,351.759,0.744,0.955,0.66,1.143,0.014,40.079,1.408,42.617,0.675,0.077,7.099,1.348,0,4.2839,0.0012488,0.0007993,5.1023e-06,4950,0.025256385
"3554",0.761,17.267,0.192,2.013,0.885,30.126,3784.847,95.508,0.984,0.088,1.496,0.115,0.153,1.751,1.176,1.997,0.408,0.079,0.079,3632.595,63.525,22.349,111.158,22.911,387.985,40,143.129,0.104,0.659,0.248,1.215,0.029,59.443,3.225,31.036,0.593,0.065,13.234,0.262,0.001,6.7071,0.10892,0.062199,0.0014001,3630,5.082363
"3555",0.72,15.698,0.32,1.835,0.22,43.337,2745.193,94.916,0.518,0.259,1.407,0.019,0.103,1.628,5.883,1.754,0.161,0.152,0.152,1502.691,115.73,23.88,627.443,23.377,189.625,40,199.081,0.21,0.408,0.517,0.89,0.009,10.518,0.038,29.527,1.387,0.017,8.449,3.519,0.001,6.4394,0.0040088,0.0032165,0.00044928,1500,0.67392
"3556",0.775,17.833,0.266,4.341,0.543,33.328,3316.443,90.461,0.014,0.32,1.353,0.022,0.113,0.574,0.707,1.02,0.194,0.05,0.05,3508.338,147.155,24.136,97.131,23.641,176.275,40,135.637,0.071,0.814,0.359,1.216,0.013,15.08,2.152,14.82,1.223,0.043,5.069,6.822,0,5.3898,0.0019509,0.0012521,2.3537e-05,3510,0.08261487
"3557",0.724,15.784,0.16,1.357,0.786,34.543,3486.532,83.682,0.316,0.242,1.331,0.044,0.27,0.773,0.2,1.732,0.795,0.04,0.04,2747.018,26.065,23.21,682.349,22.199,140.473,40,14.62,0.441,0.256,0.775,1.149,0.001,50.68,2.12,32.067,1.499,0.121,1.415,5.486,0,4.2826,0.0089292,0.0085652,0.0019071,2850,5.435235
"3558",0.759,15.206,0.196,2.223,0.841,2.421,4829.43,51.2,0.449,0.459,1.55,0.021,0.235,1.493,1.988,1.139,0.342,0.1,0.1,4527.44,159.541,23.873,63.54,23.745,244,40,79.21,0.627,0.794,0.691,1.411,0.018,16.729,2.935,31.716,1.221,0.016,9.008,2.386,0,0.53079,0.0030763,0.001063,3.2495e-06,4530,0.014720235
"3559",0.771,19.513,0.258,4.307,0.26,8.447,2973.355,58.59,0.694,0.081,1.319,0.12,0.232,0.818,1.239,0.762,0.154,0.152,0.152,1861.576,28.328,20.551,549.253,23.247,141.159,40,13.231,0.713,0.522,0.715,1.118,0.006,43.319,4.478,54.314,0.975,0.077,7.265,9.659,0.001,1.1548,0.0010794,0.00091775,3.7436e-05,1870,0.07000532
"3560",0.778,17.699,0.371,0.478,0.873,22.161,2245.823,63.412,0.684,0.318,1.607,0.095,0.276,0.065,0.966,1.131,0.561,0.025,0.025,2654.023,39.643,23.545,533.301,22.702,138.858,40,353.183,0.696,0.253,0.519,1.648,0.005,27.253,4.836,19.712,0.634,0.096,1.214,6.416,0,1.5107,0.0054689,0.0037859,0.00011994,2660,0.3190404
"3561",0.724,15.88,0.313,0.777,0.918,10.368,2645.273,71.625,0.62,0.239,1.382,0.123,0.253,0.396,1.532,1.46,0.569,0.061,0.061,3466.847,133.983,23.628,246.552,24.802,388.183,40,347.464,0.442,0.966,0.34,1.277,0.023,9.541,3.79,56.798,0.387,0.046,9.268,0.614,0.001,2.5145,0.031133,0.013024,6.643e-05,3470,0.2305121
"3562",0.737,17.273,0.461,3.088,0.112,40.656,4494.694,70.486,0.802,0.416,1.59,0.147,0.252,0.343,4.345,1.136,0.843,0.055,0.055,3182.847,341.214,23.027,343.968,20.18,231.591,40,162.598,0.678,0.034,0.268,0.954,0.018,53.692,3.737,2.179,1.382,0.061,9.27,2.23,0.001,2.283,0.015363,0.0072379,0.00080022,3190,2.5527018
"3563",0.756,16.333,0.331,0.761,0.662,46.67,2424.205,79.328,0.661,0.385,1.436,0.151,0.228,0.8,2.017,0.701,0.908,0.098,0.098,5113.491,306.922,20.495,349.982,21.39,192.802,40,86.287,0.565,0.943,0.349,1.084,0.03,7.975,0.252,71.23,1.063,0.068,10.327,0.769,0,3.5028,0.013162,0.0072294,6.0793e-05,5110,0.31065223
"3564",0.732,17.714,0.132,2.875,0.911,15.054,4522.309,80.702,0.352,0.412,1.361,0.105,0.172,1.526,4.209,1.646,0.594,0.053,0.053,2474.92,186.33,20.487,601.529,20.496,319.298,40,46.893,0.177,0.844,0.658,1.17,0.017,11.359,1.461,19.127,0.86,0.043,11.854,4.903,0,3.8263,0.012852,0.0086479,0.00014735,2480,0.365428
"3565",0.744,18.31,0.333,3.837,0.46,47.519,3454.864,77.992,0.116,0.157,1.585,0.011,0.164,0.038,2.288,1.845,0.177,0.03,0.03,2244.919,332.525,23.729,374.665,24.155,232.755,40,62.966,0.669,0.555,0.141,1.179,0.003,7.108,3.641,14.945,0.137,0.106,13.895,5.551,0.001,3.3559,0.001573,0.0014111,7.7127e-05,2250,0.17353575
"3566",0.739,15.922,0.281,4.693,0.548,6.971,3233.26,71.806,0.243,0.171,1.591,0.036,0.237,0.589,1.847,1.392,0.552,0.028,0.028,1494.028,284.312,21.408,601.052,23.95,135.923,40,127.473,0.722,0.819,0.748,1.197,0.008,15.179,4.764,57.709,1.496,0.108,10.282,4.717,0,2.509,0.012709,0.010551,0.00023663,1500,0.354945
"3567",0.767,19.652,0.126,4.04,0.753,47.226,4322.908,57.222,0.123,0.165,1.343,0.043,0.207,1.067,5.211,0.987,0.37,0.166,0.166,2266.034,342.172,23.713,710.825,22.502,213.054,40,189.917,0.259,0.612,0.771,1.162,0.021,23.507,4.354,18.272,1.442,0.102,5.455,9.841,0,0.97936,0.0033452,0.001913,2.9207e-05,2270,0.06629989
"3568",0.759,19.106,0.169,3.342,0.614,21.08,2507.369,58.751,0.037,0.465,1.461,0.044,0.266,0.272,5.961,1.658,0.704,0.117,0.117,3193.042,68.312,22.039,83.803,22.741,248.921,40,55.035,0.124,0.883,0.331,1.595,0.023,41.109,1.069,47.815,1.005,0.102,11.722,2.177,0,1.1547,0.0023498,0.0011439,4.1855e-06,3190,0.013351745
"3569",0.743,19.173,0.105,0.366,0.666,15.921,2231.681,79.722,0.14,0.275,1.354,0.006,0.169,0.653,4.022,1.293,0.432,0.183,0.183,5603.379,204.999,23.188,703.971,20.463,194.409,40,70.146,0.548,0.454,0.202,1.414,0.001,17.627,1.623,55.716,1.299,0.064,11.261,9.185,0,3.6566,7.974e-05,7.7143e-05,1.5145e-05,5620,0.0851149
"3570",0.746,17.103,0.354,3.143,0.439,21.695,2040.252,63.473,0.998,0.42,1.433,0.096,0.274,0.972,4.632,1.833,0.242,0.079,0.079,4405.428,207.786,24.054,588.525,21.192,382.627,40,216.092,0.22,0.174,0.119,0.925,0.009,18.65,4.744,69.676,0.059,0.037,1.517,8.794,0.001,1.5141,0.0024546,0.0018722,0.00011581,4410,0.5107221
"3571",0.78,15.713,0.444,0.826,0.986,42.021,4342.163,51.592,0.013,0.128,1.339,0.01,0.224,0.298,1.119,1.956,0.715,0.097,0.097,3972.481,319.203,23.458,310.387,22.671,309.161,40,4.771,0.71,0.052,0.139,1.635,0.029,22.491,3.27,36.559,0.977,0.009,6.812,1.394,0.001,0.59561,0.0059777,0.0011726,9.4679e-05,3970,0.37587563
"3572",0.777,19.374,0.256,2.573,0.734,46.32,4302.759,60.245,0.467,0.104,1.538,0.095,0.282,1.21,2.826,1.893,0.812,0.105,0.105,2835.247,15.389,22.478,706.848,20.315,389.233,40,185.373,0.33,0.221,0.633,1.256,0.028,35.074,0.922,11.464,1.427,0.043,10.12,0.529,0,1.245,0.043664,0.011596,0.00020709,2840,0.5881356
"3573",0.745,17.862,0.134,0.791,0.605,15.218,3255.63,95.892,0.871,0.092,1.548,0.037,0.225,0.279,3.986,0.796,0.671,0.11,0.11,4994.15,108.399,22.508,257.806,21.282,374.505,40,214.935,0.124,0.411,0.35,1.44,0.026,44.593,4.537,25.076,1.033,0.085,14.062,0.205,0.001,6.711,0.0058798,0.0029561,0.00016351,5000,0.81755
"3574",0.736,18.556,0.308,4.496,0.712,36.983,4672.91,70.778,0.71,0.358,1.308,0.024,0.214,0.337,3.772,1.706,0.522,0.019,0.019,5880.863,47.756,20.562,143.088,21.738,98.132,40,23.216,0.539,0.521,0.796,1.726,0.016,1.487,1.655,21.094,0.57,0.089,2.493,3.442,0.001,2.4239,0.026891,0.0087246,5.4295e-05,5880,0.3192546
"3575",0.762,16.567,0.318,4.933,0.836,46.116,4457.799,70.855,0.701,0.261,1.642,0.069,0.287,1.844,5.445,1.252,0.962,0.139,0.139,4549.797,23.593,21.239,364.696,21.676,204.861,40,199.279,0.334,0.311,0.43,1.05,0.017,7.374,2.299,76.763,1.44,0.1,6.91,4.963,0.001,2.4043,0.015206,0.011064,0.00032128,4550,1.461824
"3576",0.735,15.381,0.387,2.83,0.452,43.617,3276.088,91.311,0.757,0.052,1.595,0.092,0.192,1.581,2.328,1.396,0.898,0.03,0.03,1488.329,105.763,23.897,46.532,22.318,296.75,40,194.058,0.477,0.082,0.663,1.216,0.01,17.37,2.424,2.371,0.086,0.021,13.732,5.637,0.001,5.6172,0.084082,0.065478,0.01095,1490,16.3155
"3577",0.727,16.958,0.412,1.079,0.914,43.548,4690.507,74.449,0.929,0.149,1.581,0.099,0.205,1.808,4.445,1.87,0.785,0.042,0.042,4748.395,235.763,20.464,36.425,22.503,349.965,40,77.831,0.485,0.587,0.261,1.122,0.025,56.741,2.266,66.349,1.472,0.086,11.395,9.605,0,2.8036,0.019091,0.012266,7.4081e-05,4750,0.35188475
"3578",0.744,17.676,0.47,1.57,0.406,19.426,3618.753,77.94,0.909,0.442,1.377,0.066,0.128,1.533,1.44,1.336,0.879,0.182,0.182,5103.843,107.236,24.581,49.844,22.842,111.2,40,128.873,0.451,0.405,0.494,1.139,0.01,56.657,4.923,59.406,0.753,0.049,12.578,9.141,0.001,3.3519,0.020093,0.015619,0.00022736,5120,1.1640832
"3579",0.768,15.436,0.126,2.572,0.321,19.756,2876.066,54.832,0.903,0.218,1.56,0.156,0.194,1.025,3.009,1.445,0.332,0.139,0.139,1930.831,42.719,20.186,451.113,24.416,331.344,40,238.823,0.512,0.454,0.311,1.307,0.017,49.834,4.578,44.811,0.852,0.076,13.643,1.049,0.001,0.81278,0.003273,0.0019216,3.6728e-05,1930,0.07088504
"3580",0.768,15.672,0.428,2.535,0.273,48.126,3152.51,95.031,0.966,0.039,1.504,0.072,0.116,0.922,1.035,1.685,0.898,0.029,0.029,1837.8,356.56,24.873,34.812,20.577,112.396,40,228.661,0.687,0.526,0.3,1.461,0.024,17.79,0.644,44.842,1.406,0.01,14.902,1.802,0.001,6.4337,0.25482,0.16315,0.0032554,1840,5.989936
"3581",0.772,16.834,0.193,4.772,0.595,1.492,4387.067,52.498,0.065,0.299,1.494,0.003,0.181,0.478,5.681,0.964,0.621,0.184,0.184,5353.533,164.782,21.212,146.496,20.998,112.644,40,363.537,0.118,0.162,0.106,0.927,0.006,52.664,3.3,22.515,0.693,0.079,6.721,1.257,0.001,0.60231,0.00095974,0.00071014,2.8742e-05,5370,0.15434454
"3582",0.779,17.68,0.255,3.201,0.731,21.491,2484.418,78.481,0.616,0.212,1.362,0.111,0.187,1.111,3.823,0.942,0.255,0.078,0.078,5519.389,203.032,23.828,112.846,21.461,243.542,40,184.866,0.603,0.37,0.246,1.637,0.018,42.619,4.284,71.373,0.985,0.11,10.13,1.651,0,3.3414,0.0029155,0.0017936,2.7592e-05,5520,0.15230784
"3583",0.736,15.817,0.251,0.85,0.215,20.98,2478.996,62.063,0.818,0.281,1.41,0.127,0.176,1.572,2.039,1.12,0.332,0.16,0.16,2664.954,9.548,21.07,150.417,22.821,306.085,40,237.368,0.546,0.783,0.413,1.139,0.022,21.792,3.742,54.691,0.406,0.066,13.584,6.551,0,1.4046,0.0024179,0.001479,1.1428e-05,2670,0.03051276
"3584",0.768,19.023,0.357,2.253,0.378,26.621,4937.981,64.207,0.354,0.383,1.33,0.147,0.269,1.897,4.624,1.147,0.378,0.158,0.158,1369.269,140.099,22.936,38.771,20.92,256.388,40,333.223,0.012,0.087,0.718,1.49,0.009,35.144,1.922,62.413,0.907,0.13,3.301,7.951,0,1.6276,0.0015964,0.0012774,5.9848e-05,1370,0.08199176
"3585",0.769,15.588,0.342,4.455,0.212,43.17,2361.835,72.145,0.533,0.182,1.624,0.052,0.263,0.864,3.493,1.235,0.972,0.135,0.135,4610.8,63.006,23.81,82.818,24.755,123.96,40,32.436,0.716,0.501,0.666,1.558,0.004,26.488,3.93,19.981,1.028,0.059,14.73,7.934,0,2.4978,0.0032012,0.0026429,4.08e-05,4630,0.188904
"3586",0.746,18.481,0.269,2.829,0.612,14.983,4587.214,69.658,0.406,0.309,1.522,0.114,0.115,1.09,4.96,1.629,0.565,0.056,0.056,5744.096,306.625,23.908,273.11,24.17,210.476,40,279.38,0.504,0.176,0.237,1.338,0.026,48.553,3.846,30.771,0.517,0.034,0.814,4.287,0,2.2885,0.014534,0.0034814,8.439e-05,5750,0.4852425
"3587",0.761,15.082,0.417,4.707,0.319,8.072,3296.397,62.275,0.69,0.107,1.56,0.112,0.256,0.283,1.662,0.696,0.853,0.062,0.062,1790.294,361.869,22.572,590.82,23.798,245.445,40,297.821,0.601,0.736,0.57,1.135,0.02,27.001,0.38,17.499,0.64,0.044,12.842,4.93,0.001,1.3958,0.032253,0.017015,0.0001346,1790,0.240934
"3588",0.752,15.538,0.149,2.032,0.309,9.977,4668.517,60.627,0.867,0.179,1.458,0.022,0.274,0.59,5.412,0.814,0.789,0.199,0.199,4769.582,335.675,21.906,556.255,23.637,395.453,40,43.006,0.075,0.953,0.665,1.653,0.028,32.772,3.828,5.453,0.786,0.07,2.034,6.662,0.001,1.3018,0.0040142,0.00091981,6.7889e-06,4770,0.032383053
"3589",0.748,17.309,0.138,3.065,0.96,17.865,3352.026,90.485,0.118,0.12,1.516,0.116,0.251,0.624,3.424,0.647,0.226,0.01,0.01,1643.23,77.94,23.08,443.607,24.571,373.018,40,241.99,0.377,0.869,0.294,1.328,0.002,41.167,4.225,20.327,0.175,0.114,11.236,7.974,0,5.3933,0.00068928,0.00062779,6.4364e-05,1650,0.1062006
"3590",0.758,18.335,0.155,0.663,0.513,22.674,2638.486,88.99,0.53,0.244,1.631,0.004,0.268,0.517,0.49,1.064,0.729,0.102,0.102,5452.663,84.924,21.742,411.333,23.451,303.198,40,151.901,0.372,0.774,0.1,1.548,0.007,53.445,3.039,42.758,0.679,0.006,8.054,7.849,0.001,5.2259,0.0099698,0.0066811,0.00019003,5460,1.0375638
"3591",0.778,17.937,0.455,3.319,0.185,9.416,4313.217,79.155,0.617,0.114,1.536,0.089,0.298,1.551,0.819,0.809,0.274,0.118,0.118,5636.461,325.574,20.434,534.443,23.128,188.973,40,209.25,0.122,0.062,0.653,1.676,0.012,17.97,3.369,73.803,0.911,0.123,0.407,6.351,0.001,3.5092,0.0039369,0.0029674,0.00056684,5650,3.202646
"3592",0.771,16.199,0.149,0.721,0.596,27.707,3225.343,84.828,0.948,0.412,1.417,0.115,0.17,1.647,2.791,1.736,0.743,0.055,0.055,5229.025,269.974,23.498,138.257,23.437,387.983,40,103.082,0.5,0.945,0.243,1.718,0.008,37.248,2.397,0.109,0.389,0.063,7.81,7.991,0,4.4687,0.0080513,0.0049688,4.7641e-05,5230,0.24916243
"3593",0.778,17.249,0.327,1.806,0.242,44.649,3620.875,87.864,0.713,0.354,1.636,0.089,0.115,1.801,2.969,0.532,0.151,0.14,0.14,4365.437,58.868,23.322,709.272,24.577,258.366,40,72.006,0.478,0.468,0.25,1.704,0.005,55.979,0.356,31.199,1.357,0.025,8.287,2.9,0,4.9959,0.00087559,0.0005882,3.6722e-05,4370,0.16047514
"3594",0.769,16.572,0.106,0.445,0.415,25.926,4190.37,61.895,0.592,0.086,1.492,0.052,0.23,0.315,3.996,0.575,0.289,0.161,0.161,1372.602,75.921,23.068,203.218,24.994,267.314,40,297.206,0.571,0.925,0.409,0.867,0.008,16.164,4.716,74.603,0.657,0.073,4.183,9.854,0,1.4025,0.001665,0.0014335,2.6655e-05,1370,0.03651735
"3595",0.776,19.376,0.184,0.726,0.912,27.462,3350.114,63.853,0.343,0.051,1.338,0.03,0.227,0.962,1.05,0.72,0.212,0.023,0.023,4273.537,347.621,22.362,471.876,20.118,272.457,40,241.444,0.507,0.287,0.188,1.245,0.023,10.089,0.928,47.347,0.067,0.083,12.363,9.056,0.001,1.6277,0.0015608,0.0009386,2.8383e-05,4270,0.12119541
"3596",0.774,17.684,0.223,1.041,0.598,44.092,3107.599,75.941,0.644,0.429,1.612,0.068,0.159,1.833,4.789,1.606,0.655,0.028,0.028,4178.164,334.686,22.599,505.736,23.969,190.784,40,208.42,0.226,0.72,0.189,0.864,0.014,25.671,4.916,65.959,0.581,0.126,12.73,9.572,0.001,3.0637,0.0028693,0.0024316,7.7317e-05,4180,0.32318506
"3597",0.746,17.966,0.383,4.524,0.701,42.741,2306.478,84.506,0.562,0.083,1.624,0.015,0.185,0.134,0.921,1.302,0.81,0.145,0.145,5875.971,224.385,23.284,12.042,20.345,244.541,40,244.55,0.637,0.13,0.677,1.477,0.029,3.723,4.928,43.836,0.365,0.134,3.68,7.664,0,4.4853,0.093993,0.052196,0.0015638,5880,9.195144
"3598",0.746,17.667,0.243,2.098,0.12,31.692,3471.937,59.014,0.65,0.268,1.644,0.005,0.148,0.886,2.405,0.804,0.935,0.138,0.138,4605.223,289.277,24.691,629.281,20.758,167.559,40,39.734,0.511,0.904,0.743,1.647,0.005,17.097,3.534,11.56,0.384,0.101,13.738,4.822,0,1.149,0.00060471,0.00045047,7.1526e-06,4610,0.032973486
"3599",0.752,15.766,0.236,1.362,0.554,40.074,4776.966,62.535,0.352,0.276,1.495,0.002,0.181,1.916,4.589,0.739,0.364,0.112,0.112,3291.902,273.265,22.393,128.788,24.519,246.355,40,99.475,0.728,0.124,0.573,1.707,0.009,55.751,1.384,64.712,1.474,0.083,8.563,3.524,0,1.5049,0.00099787,0.00070741,3.9119e-05,3300,0.1290927
"3600",0.772,18.823,0.192,1.517,0.731,34.602,3095.626,58.148,0.511,0.409,1.375,0.06,0.165,1.243,1.274,1.778,0.117,0.179,0.179,3802.476,241.667,20.266,280.227,22.331,223.278,40,10.043,0.416,0.438,0.206,1.569,0.019,52.395,4.879,67.926,0.713,0.033,11.42,7.47,0,1.0606,0.0018953,0.00096307,1.3898e-05,3800,0.0528124
"3601",0.778,18.725,0.32,4.007,0.55,45.958,3111.962,64.249,0.489,0.28,1.615,0.119,0.13,1.078,3.731,1.856,0.811,0.119,0.119,2871.83,12.043,23.482,329.308,23.041,379.021,40,200.676,0.297,0.934,0.69,1.148,0.025,34.558,1.233,49.45,0.696,0.018,13.778,6.911,0.001,1.6239,0.029033,0.014227,7.2566e-05,2870,0.20826442
"3602",0.754,16.967,0.398,1.251,0.134,25.602,3171.585,71.76,0.508,0.255,1.552,0.082,0.149,1.359,5.527,1.233,0.443,0.023,0.023,4599.336,234.166,22.197,637.172,24.824,179.905,40,163.83,0.241,0.59,0.584,0.946,0.019,46.957,1.973,1.982,0.5,0.114,14.066,2.414,0,2.5133,0.0024173,0.0012739,2.4312e-05,4610,0.11207832
"3603",0.778,16.646,0.313,3.01,0.613,12.475,2802.783,86.863,0.344,0.103,1.423,0.156,0.261,1.385,0.118,1.878,0.424,0.173,0.173,2250.465,353.275,23.785,404.972,24.212,159.444,40,232.668,0.591,0.045,0.536,0.896,0.017,29.873,1.6,73.996,1.387,0.111,11.082,7.128,0.001,4.8298,0.076271,0.068224,0.028202,2260,63.73652
"3604",0.766,18.458,0.453,2.405,0.828,34.406,4518.69,61.722,0.09,0.045,1.496,0.086,0.194,1.319,4.28,0.991,0.65,0.051,0.051,3225.862,21.318,24.834,200.455,22.953,98.616,40,206.994,0.201,0.206,0.459,0.876,0.01,57.552,4.274,20.769,0.064,0.104,3.533,1.202,0,1.4149,0.0024711,0.0015712,5.3777e-05,3240,0.17423748
"3605",0.728,15.507,0.284,0.955,0.465,16.099,2402.629,72.894,0.647,0.045,1.574,0.131,0.197,0.174,4.978,1.473,0.823,0.129,0.129,1524.046,294.581,22.799,566.782,21.062,119.344,40,138.909,0.166,0.154,0.496,0.915,0.013,7.801,3.759,71.963,0.906,0.021,13.005,5.387,0.001,2.6489,0.01191,0.0087662,0.00056418,1530,0.8631954
"3606",0.764,17.407,0.226,4.463,0.332,24.198,4094.264,71.033,0.938,0.049,1.323,0.074,0.294,1.166,2.95,1.314,0.296,0.065,0.065,4709.06,42.458,24.746,482.263,20.885,330.18,40,333.452,0.533,0.256,0.465,1.577,0.013,9.184,3.123,19.357,0.665,0.126,13.772,8.802,0,2.4102,0.0043006,0.0027325,8.5714e-05,4710,0.40371294
"3607",0.743,16.599,0.221,0.468,0.664,1.13,3374.099,65.684,0.644,0.41,1.321,0.085,0.287,0.767,4.542,1.383,0.496,0.059,0.059,5788.891,257.411,22.504,478.572,22.557,359.89,40,286.292,0.641,0.293,0.343,1.718,0.03,10.502,2.017,58.068,1.373,0.009,4.883,9.708,0.001,1.8162,0.002572,0.00072691,1.7906e-05,5790,0.10367574
"3608",0.721,16.232,0.208,3.614,0.535,17.921,3885.921,63.369,0.339,0.171,1.468,0.089,0.221,0.72,5.472,1.458,0.428,0.119,0.119,1047.672,187.708,21.91,477.987,23.848,222.605,40,191.961,0.355,0.923,0.743,1.113,0.001,42.309,1.309,28.427,1.448,0.014,5.667,2.066,0.001,1.5151,0.001422,0.0012769,4.3998e-05,1080,0.04751784
"3609",0.762,18.463,0.324,4.678,0.482,3.81,3299.136,75.918,0.404,0.343,1.3,0.065,0.27,1.087,4.525,1.389,0.568,0.104,0.104,1106.949,101.489,20.676,352.244,23.487,411.077,40,81.097,0.512,0.457,0.594,1.354,0.024,51.072,2.849,11.934,0.302,0.059,8.787,2.895,0.001,3.072,0.043281,0.022668,0.000359,1110,0.39849
"3610",0.741,15.619,0.455,1.678,0.707,21.643,3698.222,59.101,0.547,0.455,1.605,0.101,0.191,0.224,2.823,1.037,0.499,0.137,0.137,925.809,210.784,23.449,209.819,21.112,198.513,40,13.673,0.568,0.603,0.229,1.063,0.02,24.996,4.105,10.08,0.385,0.093,12.99,5.711,0,1.1382,0.016098,0.0096382,7.0692e-05,926,0.065460792
"3611",0.75,16.44,0.306,0.189,0.412,39.668,3870.181,90.936,0.166,0.014,1.395,0.026,0.269,1.546,0.427,1.758,0.482,0.091,0.091,1980.326,45.688,20.544,372.304,23.317,278.138,40,20.816,0.015,0.763,0.758,0.963,0.025,35.542,0.157,23.996,1.427,0.052,8.183,4.74,0,5.6205,0.0099544,0.0070498,0.000284,1980,0.56232
"3612",0.747,19.603,0.399,4.994,0.458,0.958,3644.747,52.787,0.354,0.413,1.322,0.042,0.248,0.681,4.3,0.806,0.758,0.188,0.188,4967.344,34.202,24.966,539.357,24.458,167.919,40,58.876,0.017,0.712,0.773,1.331,0.015,33.403,0.89,53.237,0.605,0.055,6.288,7.502,0,0.6884,0.0012989,0.00076389,9.8848e-06,4970,0.049127456
"3613",0.731,19.524,0.454,0.921,0.911,34.452,4601.094,67.911,0.114,0.302,1.474,0.093,0.157,0.745,2.394,0.592,0.866,0.154,0.154,1958.612,18.392,20.163,699.691,24.988,116.502,40,28.791,0.434,0.046,0.325,0.977,0.01,10.918,4.393,1.101,0.773,0.13,11.347,9.752,0.001,2.0772,0.003005,0.0022685,0.00035273,1970,0.6948781
"3614",0.756,19.303,0.132,2.587,0.701,38.813,2324.492,70.404,0.019,0.056,1.505,0.105,0.192,0.931,1.6,1.091,0.448,0.098,0.098,2466.128,77.802,23.334,295.398,23.625,408.924,40,339.616,0.282,0.774,0.717,1.383,0.018,55.303,2.075,35.798,0.566,0.022,0.502,1.898,0.001,2.2912,0.0058912,0.0019638,1.6033e-05,2470,0.03960151
"3615",0.729,17.344,0.108,1.31,0.516,25.8,3463.898,52.505,0.48,0.072,1.329,0.105,0.216,1.894,2.556,1.547,0.802,0.168,0.168,1906.88,261.727,20.47,101.902,24.661,398.602,40,14.898,0.022,0.082,0.179,1.134,0.001,29.925,4.809,64.573,0.875,0.017,7.692,4.858,0,0.68197,0.00046624,0.00044127,0.00010146,1950,0.197847
"3616",0.769,16.492,0.394,3.981,0.271,4.887,4152.348,70.424,0.644,0.183,1.413,0.028,0.196,1.619,5.112,1.184,0.695,0.105,0.105,4740.356,303.783,23.459,385.486,21.497,284.807,40,344.969,0.291,0.656,0.155,1.042,0.01,23.519,2.772,63.272,0.274,0.009,13.386,3.394,0,2.2693,0.0054096,0.0035385,4.2956e-05,4740,0.20361144
"3617",0.767,18.004,0.458,2.545,0.991,29.744,2020.021,51.963,0.29,0.314,1.434,0.088,0.192,0.063,5.044,1.052,0.626,0.067,0.067,2467.971,274.04,23.61,659.448,24.189,139.577,40,45.732,0.033,0.976,0.533,1.38,0.003,5.82,3.472,66.787,0.775,0.131,6.426,0.597,0.001,0.60794,0.00038148,0.00034981,1.3958e-05,2470,0.03447626
"3618",0.743,19.911,0.361,4.177,0.101,39.613,2922.044,70.687,0.405,0.32,1.638,0.135,0.286,0.824,4.716,1.354,0.401,0.141,0.141,1803.384,302.669,23.32,133.427,20.991,327.006,40,336.955,0.694,0.321,0.393,1.109,0.004,46.859,4.4,50.386,1.415,0.073,3.193,3.346,0,2.433,0.0014297,0.0012147,5.1864e-05,1810,0.09387384
